name,datetime,tempmax,tempmin,temp,feelslike,windspeed,winddir,sealevelpressure,cloudcover
cairo,2023-12-15,25,15,19.4,19.4,14.8,46.6,1020,16
cairo,2023-12-16,25,15,19.6,19.6,18.4,212.1,1019.5,18.8
cairo,2023-12-17,24.5,14,19,19,18.4,37.2,1022.2,39.4
cairo,2023-12-18,22,15,18.3,18.3,25.9,15.9,1020.5,45.2
cairo,2023-12-19,22,15,18,18,29.5,50.1,1018.9,39.4
cairo,2023-12-20,20,13,16.6,16.6,14.8,50.7,1015.3,70.2
cairo,2023-12-21,20,15.9,17.3,17.3,37.1,217.1,1011.9,48.2
cairo,2023-12-22,21,13,16.8,16.8,35.3,215.5,1013.3,24.4
cairo,2023-12-23,21,14,17.7,17.7,29.5,220.7,1015.3,34.4
cairo,2023-12-24,22,17.8,19.6,19.6,18.4,229.1,1018.8,56.9
cairo,2023-12-25,22,15,18.5,18.5,13,22.3,1021.4,26.5
cairo,2023-12-26,22,14,17.8,17.8,25.9,24.9,1020.6,45
cairo,2023-12-27,22,14.9,17.9,17.9,20.5,304.8,1018.5,57.3
cairo,2023-12-28,21,16,18,18,24.1,349.8,1020.7,75.6
cairo,2023-12-29,22,15,17.7,17.7,20.5,2.1,1021.3,34.2
cairo,2023-12-30,21,13,17.3,17.3,18.4,29.8,1021,32.6
cairo,2023-12-31,21,13.7,17.1,17.1,14.8,348.6,1020.6,49.1
cairo,2024-01-01,21,13,17,17,13,7.4,1020.8,22.2
cairo,2024-01-02,21,14,17.7,17.7,20.5,342.4,1021.5,33.2
cairo,2024-01-03,21,14,17.8,17.8,11.2,335.1,1021,15.4
cairo,2024-01-04,20,13,16.9,16.9,14.8,346.1,1020.2,22
cairo,2024-01-05,21,12,17.3,17.3,11.2,184.4,1021.2,8.1
cairo,2024-01-06,22,13,17.9,17.9,14.8,56.1,1020.4,15.5
cairo,2024-01-07,23,13.8,18.5,18.5,102.9,219.6,1017.6,4.3
cairo,2024-01-08,23.1,15,19.3,19.3,13,215.2,1017.6,24.1
cairo,2024-01-09,21,14,17.4,17.4,20.5,248.1,1017,14.9
cairo,2024-01-10,20,13,16.6,16.6,24.1,237.7,1017.9,15.4
cairo,2024-01-11,18,13.8,15.7,15.7,20.5,261.2,1018.9,67.3
cairo,2024-01-12,19,12.9,15.6,15.6,18.4,224.4,1017,43.6
cairo,2024-01-13,20,13,16.3,16.3,29.5,214,1012.6,2.7
cairo,2024-01-14,18,13,15.6,15.6,14.8,277.5,1017.4,48.4
cairo,2024-01-15,19,12,15.5,15.5,13,260.7,1022.7,11
cairo,2024-01-16,19,10,15.2,15.2,18.4,228.8,1022.7,19.3
cairo,2024-01-17,21,13,17.1,17.1,13,224.5,1020.7,16.5
cairo,2024-01-18,21,11.9,16.8,16.8,7.6,15.3,1021.5,6.1
cairo,2024-01-19,22,13,17.6,17.6,16.6,36.4,1021,14.5
cairo,2024-01-20,25,14,19.8,19.8,14.8,177,1020.1,47.6
cairo,2024-01-21,26,17.8,21.6,21.6,23.2,195.4,1015.8,26.5
cairo,2024-01-22,21,16,18.8,18.8,22.3,250.1,1015.7,21.5
cairo,2024-01-23,19,14,16.4,16.4,27.7,265.3,1020.1,43.3
cairo,2024-01-24,18,14,16.2,16.2,22.3,265.8,1020.2,59.9
cairo,2024-01-25,18,12,14.9,14.9,40.9,305.3,1019.4,57.7
cairo,2024-01-26,19,13,15.7,15.7,30.6,252.9,1018.8,64.8
cairo,2024-01-27,18,13,15.2,15.2,20.5,269.8,1020.9,48.6
cairo,2024-01-28,18,13,15.3,15.3,27.7,257.4,1021.4,62.1
cairo,2024-01-29,18,12,14.2,14.2,25.9,264.6,1020.1,38.6
cairo,2024-01-30,16.1,10,12.9,12.6,40.7,265.9,1021.6,46.8
cairo,2024-01-31,15.8,10,12.2,12.1,24.1,213.6,1021.5,33.5
cairo,2024-02-01,16,8,12,11.3,27.7,224.1,1021,39.2
cairo,2024-02-02,16.8,11,13.6,13.6,22.3,237.7,1021.8,49.5
cairo,2024-02-03,18,11,14.3,14.3,20.5,247.5,1023.1,2.6
cairo,2024-02-04,18,11,14.7,14.7,24.1,268.6,1024.2,27.9
cairo,2024-02-05,18,11,14.8,14.8,18.4,263.5,1025,36.4
cairo,2024-02-06,20,11,16.3,16.3,13,308.1,1026.6,16.2
cairo,2024-02-07,23,13.9,17.3,17.3,16.6,27.7,1024.2,10.7
cairo,2024-02-08,22,11.9,16.8,16.8,16.6,37.2,1020.3,29.3
cairo,2024-02-09,21,12,16.9,16.9,13,353.1,1017.9,0
cairo,2024-02-10,21,12,16.9,16.9,16.6,21.1,1019.7,7.6
cairo,2024-02-11,22.1,12,17.3,17.3,29.5,57.2,1020.4,37.9
cairo,2024-02-12,24,14,18.8,18.8,24.1,194.9,1014.8,55.5
cairo,2024-02-13,23,16.1,20.5,20.5,40.7,240.4,1008.8,55.6
cairo,2024-02-14,20,14,16.9,16.9,22.3,234.6,1010.3,46.6
cairo,2024-02-15,18,13,14.9,14.9,31.7,229.8,1011.2,62.1
cairo,2024-02-16,19,12,15.4,15.4,31.7,237,1016.2,42.1
cairo,2024-02-17,20,12,16,16,24.1,241.9,1021.5,27.4
cairo,2024-02-18,20,12,16,16,27.7,294.9,1022.6,38.9
cairo,2024-02-19,20,14,16.4,16.4,18.4,294.5,1020.9,47.4
cairo,2024-02-20,19.9,12,16.3,16.3,18.4,4.4,1020.7,47.3
cairo,2024-02-21,20,12,16,16,22.3,30.8,1020.5,27.7
cairo,2024-02-22,21,12,16.3,16.3,29.5,50.8,1019.8,39.2
cairo,2024-02-23,19,13.9,16.5,16.5,24.1,51,1018.7,91.8
cairo,2024-02-24,22,15,17.9,17.9,22.3,13.6,1019.8,36.7
cairo,2024-02-25,23,13,17.5,17.5,22.3,53.7,1019.4,19.6
cairo,2024-02-26,26,13,19.2,19.2,20.5,242.2,1012.8,5.6
cairo,2024-02-27,21,15,17.6,17.6,24.1,304.5,1016.1,30.5
cairo,2024-02-28,24,14,18.1,18.1,22.3,50.5,1018.6,20.3
cairo,2024-02-29,28,13,20.1,19.9,37.1,70.4,1016.3,15.2
cairo,2024-03-01,30,15,22.8,22.3,22.3,194.1,1012,17.6
cairo,2024-03-02,24,16,20.1,20.1,22.3,278.6,1014.6,0.3
cairo,2024-03-03,22,15,18.3,18.3,20.5,318.6,1016.9,33.7
cairo,2024-03-04,22,14,18,18,14.8,21.8,1016.4,11.4
cairo,2024-03-05,26,14,20.7,20.7,14.8,78.7,1015,2.2
cairo,2024-03-06,22,15,18.5,18.5,22.3,303.8,1017,19.6
cairo,2024-03-07,21,15.9,18.2,18.2,22.3,324.1,1018.8,44.5
cairo,2024-03-08,21.1,14,18,18,24.1,328.6,1018.1,33.8
cairo,2024-03-09,23,13,17.9,17.9,22.3,44.5,1016.1,39.5
cairo,2024-03-10,21,13,17.3,17.3,25.9,18.2,1016.7,8.9
cairo,2024-03-11,23.8,13,17.8,17.8,27.7,58,1020.4,0.1
cairo,2024-03-12,26,13,19.6,19.6,18.4,19.4,1016.8,0.1
cairo,2024-03-13,25,15,20.3,20.3,16.6,332.1,1014.4,4.3
cairo,2024-03-14,23,13.4,18.8,18.8,25.9,359.5,1016.5,44.8
cairo,2024-03-15,22,14.9,18.8,18.8,20.5,8.2,1017.6,26.5
cairo,2024-03-16,22,15,18.4,18.4,22.3,38.6,1017.1,77.9
cairo,2024-03-17,23.8,15.1,18.7,18.7,33.5,31.3,1010.4,52.6
cairo,2024-03-18,21,14.1,16.4,16.4,31.7,303.8,1011.4,54.6
cairo,2024-03-19,21.9,13.8,17.4,17.4,37.1,263.8,1014.9,44.6
cairo,2024-03-20,25.8,15.5,20.9,20.9,22.3,209.8,1016.6,0.5
cairo,2024-03-21,27,14.9,20.9,20.8,40.7,289.6,1014.8,26.7
cairo,2024-03-22,21,13.8,16.7,16.7,18.4,333.8,1015.6,35.6
cairo,2024-03-23,21,13,17,17,24.1,27.8,1012.6,35
cairo,2024-03-24,18,14,15.8,15.8,37.1,346.7,1012.2,58
cairo,2024-03-25,22,13,17.7,17.7,14.8,272.9,1018,9.2
cairo,2024-03-26,27,17,22.1,21.9,25.9,202.9,1019,30.1
cairo,2024-03-27,32,19,25.6,24.8,14.8,65.1,1015.6,21.5
cairo,2024-03-28,32,19,26,25.1,27.7,273.7,1014.1,94.6
cairo,2024-03-29,25,18,21.9,21.9,20.5,328.7,1014.4,40.3
cairo,2024-03-30,28,17,22.1,22,20.5,15.7,1015.7,28
cairo,2024-03-31,32,18,25,24.5,37.1,40.2,1016.8,32.7
cairo,2024-04-01,32,20,25.3,24.7,33.5,22.9,1015.4,59.8
cairo,2024-04-02,30,19,24.2,23.8,33.5,14.7,1013.7,0
cairo,2024-04-03,31,18,24.2,23.7,22.3,23.4,1013.8,0
cairo,2024-04-04,31,18,24.7,24.1,33.5,21.1,1015.2,0
cairo,2024-04-05,28,18,22.3,22.2,22.3,341.4,1016.4,8.4
cairo,2024-04-06,25,17,20.6,20.6,22.3,313.7,1015,37.3
cairo,2024-04-07,25,17.9,20.7,20.7,29.5,300.1,1011.9,52.4
cairo,2024-04-08,26,17.8,20.3,20.3,29.5,243.9,1009.6,34.9
cairo,2024-04-09,24,16.8,20,20,22.3,296.5,1011.1,59.1
cairo,2024-04-10,24.9,16,20.3,20.3,18.4,323.7,1014.9,25.1
cairo,2024-04-11,27,17,22.2,22.1,24.1,6.5,1016.2,7.9
cairo,2024-04-12,28,17,22,21.9,22.3,14.3,1016,3.6
cairo,2024-04-13,27,17.8,21.7,21.7,24.1,1.5,1015.7,30.9
cairo,2024-04-14,28,18,22.4,22.3,20.5,321.9,1014.5,38.3
cairo,2024-04-15,29,18.8,23.4,23.1,29.5,2.9,1014.7,31.3
cairo,2024-04-16,31,17,24.3,23.8,33.5,49.4,1013.7,21.4
cairo,2024-04-17,36,20.1,30.1,28.5,27.7,196.9,1007.7,2.1
cairo,2024-04-18,29,22,25.7,25.4,27.7,337.4,1011.8,23
cairo,2024-04-19,28,19,23,22.8,24.1,11.7,1012.7,2.2
cairo,2024-04-20,31,18,24.4,24,24.1,349.2,1011.3,4.6
cairo,2024-04-21,29,18,22.7,22.3,22.3,23.7,1015.2,16.2
cairo,2024-04-22,33.1,18.8,25.5,24.6,24.1,58.5,1016.7,26.3
cairo,2024-04-23,39,20.8,29.6,28.2,35.3,69.5,1013,47.4
cairo,2024-04-24,41,24.8,34.1,31.8,22.3,243.2,1007,26
cairo,2024-04-25,32,22.8,27.3,27.1,29.5,329.1,1006,44.1
cairo,2024-04-26,28.8,19.1,23.3,23.1,35.3,349.2,1010.1,40.2
cairo,2024-04-27,28,17.9,22.1,21.9,22.3,356.6,1010.9,18
cairo,2024-04-28,30,18,23,22.6,25.9,354.8,1012.5,27.1
cairo,2024-04-29,28,18,22.5,22.3,24.1,358.5,1012.3,16.4
cairo,2024-04-30,28,18,22.1,22,24.1,334.3,1011.3,37.9
cairo,2024-05-01,30,19,23.7,23.5,20.5,327,1010.7,35.4
cairo,2024-05-02,29,18,23.6,23.4,24.1,344.3,1011.3,37.4
cairo,2024-05-03,31.8,22,26.3,25.8,30.6,301.1,1011.2,0.3
cairo,2024-05-04,31,19,24.8,24.2,24.1,310.4,1012.6,28.7
cairo,2024-05-05,27,19,22.6,22.5,31.7,302.7,1010.7,34.8
cairo,2024-05-06,27,18.1,21.8,21.8,20.5,299,1013.1,54.1
cairo,2024-05-07,27,17.8,22,22,20.5,348.3,1015.9,17.2
cairo,2024-05-08,30,18,23.9,23.4,24.1,58.2,1014.7,6
cairo,2024-05-09,34,18,26.3,25.3,20.5,40.5,1009.2,2.4
cairo,2024-05-10,33,26.8,29.8,28.3,24.1,199.9,1006.5,50.8
cairo,2024-05-11,30,21.9,25.6,25.2,22.3,327.1,1010.7,38.3
cairo,2024-05-12,28,19,23.4,23.3,22.3,317.1,1013.2,20
cairo,2024-05-13,26.1,18.8,21.9,21.9,22.3,315,1014.1,26.5
cairo,2024-05-14,28,18.8,22.8,22.7,20.5,328.7,1013.4,24.6
cairo,2024-05-15,29,18.8,23.8,23.4,20.5,5.5,1015.7,0
cairo,2024-05-16,32,19.1,25.6,25,33.5,46.1,1017.8,0
cairo,2024-05-17,36,21,28.3,27.2,25.9,44.6,1017.6,0
cairo,2024-05-18,39,24,31.8,30.5,29.5,19.6,1014.8,1.5
cairo,2024-05-19,39,27,32.6,31.1,20.5,27.1,1011.9,29.2
cairo,2024-05-20,41,28,34.4,32.5,24.1,315.7,1009.5,27.5
cairo,2024-05-21,38,26,32.1,30.9,22.3,4.7,1011.6,9.9
cairo,2024-05-22,39,26,32.4,31.4,22.3,26.5,1012,4.1
cairo,2024-05-23,37,27.9,32.2,31,20.5,347.5,1011.4,25.8
cairo,2024-05-24,31,21.9,26,25.5,25.9,331.7,1013.2,0.4
cairo,2024-05-25,31.1,21.9,26.4,25.7,22.3,304.9,1012.9,17.5
cairo,2024-05-26,37,22,29.5,28.1,16.6,48.7,1010.9,37.3
cairo,2024-05-27,33,24,29.8,28.7,24.1,290,1009,20.8
cairo,2024-05-28,30,21,24.9,24.6,24.1,9,1012.4,20.1
cairo,2024-05-29,29,21,24.7,24.5,22.3,6.5,1012.7,14.6
cairo,2024-05-30,30,20.9,25.3,24.8,20.5,29.8,1013.9,14.9
cairo,2024-05-31,33,21.8,27.8,26.8,24.1,40.9,1016,7.6
cairo,2024-06-01,38,25,31.6,30,24.1,48.7,1015.5,0.1
cairo,2024-06-02,35,25.9,30.4,29.1,35.3,41.4,1012.3,0
cairo,2024-06-03,36,23,29.2,28.5,25.9,17.9,1010.5,1.3
cairo,2024-06-04,38,23,30.1,29.5,25.9,13.1,1009.5,0
cairo,2024-06-05,38,25,31.1,30.8,24.1,355.5,1008.9,0
cairo,2024-06-06,41,22.9,32.8,32.3,29.5,19,1008.3,9.2
cairo,2024-06-07,42,27,34.2,34.1,22.3,350.9,1008,2
cairo,2024-06-08,36.1,26,30.9,31.6,22.3,308.6,1006.6,0
cairo,2024-06-09,35,23.8,29,28.7,27.7,293.7,1007.4,15.2
cairo,2024-06-10,35.8,23,29,29.1,24.1,333.9,1009.6,2.4
cairo,2024-06-11,36,24.8,30.5,30.2,27.7,17.4,1010.6,7
cairo,2024-06-12,38,25.1,31.2,30.7,27.7,23.6,1011.3,0
cairo,2024-06-13,41,26,33.6,33.5,27.7,34.1,1010.7,0
cairo,2024-06-14,42,28,35.4,35.6,25.9,15.9,1008.2,0
cairo,2024-06-15,42,28,34.5,35.6,27.7,357.2,1006.6,1
cairo,2024-06-16,36.8,26,31.2,31.1,27.7,10.7,1008.4,0
cairo,2024-06-17,34,25,29.6,29.3,20.5,4.9,1010.1,0
cairo,2024-06-18,34,24,29,29.2,20.5,355.4,1009.7,13.2
cairo,2024-06-19,35.1,24.9,29.7,30.2,22.3,14.4,1008.7,2.9
cairo,2024-06-20,37,25.8,31.4,31.5,20.5,2.5,1008.1,10.4
cairo,2024-06-21,36.8,26,31.5,32.4,18.4,337,1007.1,0
cairo,2024-06-22,36,27,31.5,32.2,24.1,303.7,1005.1,0.7
cairo,2024-06-23,39,27.9,33.1,32.9,18.4,344.2,1005.6,0
cairo,2024-06-24,40,28.8,34.1,35,22.3,21.8,1006.8,0
cairo,2024-06-25,37,27.1,32.5,33.2,25.9,358.5,1007.2,0
cairo,2024-06-26,35,24.9,29.8,30.3,24.1,352.8,1006.5,7.8
cairo,2024-06-27,37,24,30.4,31.4,24.1,351.9,1006.6,11.5
cairo,2024-06-28,37,25,30.9,32.2,22.3,330.2,1006.3,2.2
cairo,2024-06-29,34.4,25,29.5,30.2,18.4,313,1004.1,19.7
cairo,2024-06-30,34,25.9,29.6,30.5,24.1,333.8,1004.6,27.3
cairo,2024-07-01,35.1,25.1,30.1,30.5,25.9,326.1,1006.7,8.9
cairo,2024-07-02,35,24.1,29.7,29.8,18.4,313.3,1005.5,10.9
cairo,2024-07-03,35.6,25,30.8,30.2,14.8,339.5,1005.2,0
cairo,2024-07-04,39,28.1,33.6,34,25.9,12.9,1006,0
cairo,2024-07-05,36,26.8,30.9,32.8,25.9,20.4,1008,2.4
cairo,2024-07-06,32.1,26,29,29.9,18.4,358.1,1006.9,29.1
cairo,2024-07-07,35,25,29.6,30.4,20.5,333.6,1005.8,37.2
cairo,2024-07-08,36,25,30.1,30.9,16.6,321.3,1005.5,11.2
cairo,2024-07-09,37,26,30.8,33.1,16.6,325.4,1005,8.6
cairo,2024-07-10,38,26.9,32.3,36,20.5,337.5,1005.5,0.3
cairo,2024-07-11,40,28.9,34.2,36.9,29.5,28.1,1007.1,20.1
cairo,2024-07-12,39,29.1,34,36,25.9,2.9,1006.6,3.2
cairo,2024-07-13,36,27,31.7,33.3,18.4,326.8,1007.2,5.7
cairo,2024-07-14,35,26,31.1,32.4,22.3,310.6,1006.4,15.2
cairo,2024-07-15,36,26,30.8,32.4,20.5,310.5,1005.6,7
cairo,2024-07-16,36,26.8,31.1,31.5,18.4,339.7,1005.8,0
cairo,2024-07-17,36,27,31.5,33.7,20.5,354.3,1006.8,0
cairo,2024-07-18,36,26.8,31.1,33.4,20.5,355.8,1007.1,11.9
cairo,2024-07-19,37,26,30.9,32.1,22.3,356.9,1005.5,6.5
cairo,2024-07-20,38,28,32.5,33.4,20.5,335.2,1004.2,0
cairo,2024-07-21,39,28,33.2,35.8,27.7,343,1006.3,8.9
cairo,2024-07-22,38,27.9,32.7,35,20.5,348.6,1007.3,0
cairo,2024-07-23,37.1,28,32.3,34.4,22.3,322.3,1007.3,7
cairo,2024-07-24,37,26,31.6,33.5,20.5,326.2,1005.5,6.1
cairo,2024-07-25,42,29,34.8,35.8,40.7,286.6,1002.4,7.7
cairo,2024-07-26,35,26.9,30.3,32.7,24.1,325.4,1005.2,32.4
cairo,2024-07-27,34,26.8,30,32.2,22.3,330.2,1007.5,37.5
cairo,2024-07-28,36,26,30.6,32.7,25.9,13,1008.5,14.7
cairo,2024-07-29,36,27,31,32.8,24.1,357.2,1006.8,2.6
cairo,2024-07-30,36,25.9,30.5,31.4,16.6,336.3,1004.5,3.2
cairo,2024-07-31,36,26.9,31.7,32.8,16.6,342.6,1005.5,2.1
cairo,2024-08-01,37,28,31.9,35.4,20.5,332.9,1006.6,14.6
cairo,2024-08-02,36,26,30.9,32.7,20.5,351.5,1007.2,15.9
cairo,2024-08-03,36,27,31.5,32.9,22.3,354.9,1005.8,2.4
cairo,2024-08-04,35,27,30.9,31.2,18.4,353.2,1006.8,6
cairo,2024-08-05,36,26,30.8,30.9,18.4,7.5,1006.3,0
cairo,2024-08-06,35,26.9,31.1,32.4,22.3,4.7,1006.3,0.7
cairo,2024-08-07,36,26.9,31.2,33.7,22.3,352.8,1007,11.1
cairo,2024-08-08,36.1,27,31.3,33,20.5,350.3,1008,0
cairo,2024-08-09,36,26,31.1,32.2,16.6,352.2,1009.3,11.6
cairo,2024-08-10,35,26.9,30.9,32.7,16.6,14.6,1010.1,0
cairo,2024-08-11,36,26,30.7,32.6,20.5,341.6,1008.7,8.7
cairo,2024-08-12,36,26,30.5,31.2,20.5,1.1,1007.5,5.1
cairo,2024-08-13,36,27,31.3,32.8,20.5,356.8,1007.5,0
cairo,2024-08-14,35,26,30.4,32.4,20.5,356.9,1008.6,7.8
cairo,2024-08-15,36,26,31,31.6,22.3,356.6,1009.2,12.9
cairo,2024-08-16,36,25,30.5,31.8,20.5,314.5,1007,11.4
cairo,2024-08-17,37,27,31.2,33.9,18.4,309.2,1005,18.8
cairo,2024-08-18,38,26,30.8,32.7,18.4,315.7,1006,22.9
cairo,2024-08-19,36,26,30.8,32.4,22.3,337.3,1008.8,3.6
cairo,2024-08-20,36,26,30.4,31.2,22.3,1.6,1009.4,7
cairo,2024-08-21,36,25,30.8,31.6,20.5,12.5,1007.2,0
cairo,2024-08-22,35.1,26,30.9,33.6,20.5,14.2,1006.9,9.7
cairo,2024-08-23,34,27,30.7,33.2,18.4,20.5,1008.8,8.9
cairo,2024-08-24,34,26.8,30.4,32.8,18.4,1,1009.4,18.5
cairo,2024-08-25,37,26.8,31.4,33.6,18.4,11.3,1007.1,5.2
cairo,2024-08-26,38,27.9,32.6,35.7,24.1,8.4,1007.2,1.1
cairo,2024-08-27,36,28,31.9,33.9,20.5,12.7,1009.6,4.3
cairo,2024-08-28,33,27,29.7,31.6,16.6,30.1,1012,52.9
cairo,2024-08-29,34.1,25.9,30.2,31.5,24.1,19.2,1012.1,21.8
cairo,2024-08-30,35,26,30.1,31.3,18.4,9.8,1012,6.3
cairo,2024-08-31,35,26,30.5,30.8,22.3,349,1011.3,10.4
cairo,2024-09-01,35,26.9,30.8,31.9,22.3,356,1010.9,26.7
cairo,2024-09-02,36.8,27.8,31.9,33.2,25.9,24.7,1012.1,6.6
cairo,2024-09-03,35,27,30.9,32.4,24.1,15.4,1012.4,21.3
cairo,2024-09-04,33,25.8,29,29.9,18.4,355.1,1011.7,20.3
cairo,2024-09-05,33.1,26,29.2,30.1,27.7,346.5,1009.6,42.7
cairo,2024-09-06,33,26,29.4,30.7,20.5,336.7,1009.6,33.3
cairo,2024-09-07,35,26,30,30.9,14.8,332.5,1010.6,14
cairo,2024-09-08,35,26,30.1,31.5,20.5,338.7,1009.7,42.5
cairo,2024-09-09,35,26,29.5,30.4,20.5,3.3,1009.8,27.9
cairo,2024-09-10,36,25.8,31,30.4,20.5,26.4,1009.1,3.6
cairo,2024-09-11,40,28,34,32.9,27.7,67.4,1008.8,30.5
cairo,2024-09-12,39,29,33.8,34,31.7,347.7,1010.1,16.1
cairo,2024-09-13,33,26,29.1,31.1,27.7,357.4,1011.3,36.7
cairo,2024-09-14,33,25,28.6,29.1,27.7,7.8,1011.1,12.3
cairo,2024-09-15,34,25.9,29.3,30.5,29.5,359.4,1010.6,25.4
cairo,2024-09-16,33,26,28.9,29.6,24.1,348.6,1011,17.8
cairo,2024-09-17,32,25,28.5,28.5,20.5,18.1,1013.9,30.1
cairo,2024-09-18,33,24,28.2,28,22.3,27.1,1014.5,2.4
cairo,2024-09-19,35,24.9,30.2,30,18.4,30.7,1012.2,3.5
cairo,2024-09-20,40,28,33.1,33.1,31.7,288.4,1010.7,1.5
cairo,2024-09-21,32,25,28.3,28.6,18.4,332,1012.7,40.9
cairo,2024-09-22,31,18,27,27.1,24.1,337.3,1013.4,34.8
cairo,2024-09-23,30,23.8,26.7,26.5,24.1,353.2,1013.2,31.8
cairo,2024-09-24,31,22,26.6,26.5,25.9,18.1,1014,0.2
cairo,2024-09-25,32,23,26.7,26.8,27.7,12.3,1014,14.5
cairo,2024-09-26,32,22.9,27,27.2,27.7,27.1,1012.1,14.1
cairo,2024-09-27,33,23,27.3,27.6,22.3,27.5,1010.6,16.5
cairo,2024-09-28,33,23,27.9,27.7,24.1,7.8,1010.6,0
cairo,2024-09-29,32,23.8,27.3,27.3,22.3,340.5,1010.9,25.3
cairo,2024-09-30,31.1,23.9,27.1,27.4,22.3,317.6,1010.3,14
cairo,2024-10-01,29.8,23,26.4,26.3,24.1,330,1010.8,46.1
cairo,2024-10-02,29,23,25.7,25.5,18.4,358.6,1012.4,32.8
cairo,2024-10-03,29,22,25.3,25.1,20.5,19.6,1014.5,0
cairo,2024-10-04,30,21,25.2,25,24.1,21.9,1014.6,0
cairo,2024-10-05,30,20.9,25.1,25,27.7,10.2,1012.9,12.6
cairo,2024-10-06,30,21,25.2,25.1,22.3,8.9,1012.3,7.8
cairo,2024-10-07,32,21,26.4,26.4,22.3,28.6,1014.4,0
cairo,2024-10-08,33,22.8,28,27.8,18.4,45.1,1016.2,0
cairo,2024-10-09,33,23,28.2,27.8,24.1,38,1014.7,0
cairo,2024-10-10,31,23,26.6,26.7,24.1,30.8,1013,20
cairo,2024-10-11,32,21.9,26.3,26.2,16.6,30.4,1012.1,3.7
cairo,2024-10-12,31.5,22.9,26.8,26.9,22.3,39.3,1012.4,3.1
cairo,2024-10-13,33.2,22.9,27.9,27.9,20.5,35,1013.1,3.3
cairo,2024-10-14,32,24,27.5,28.1,22.3,340.4,1012.7,12.6
cairo,2024-10-15,30.8,22.9,26.3,26.1,18.4,3.7,1013.5,9.4
cairo,2024-10-16,28.8,22,25.5,25.4,16.6,339.4,1014.8,2.5
cairo,2024-10-17,29,22.8,25.5,25.5,18.4,328.5,1014.3,33.3
cairo,2024-10-18,29,22,25,24.9,25.9,346,1013.2,39.9
cairo,2024-10-19,28,21,24.5,24.5,25.9,35.3,1015.8,12.7
cairo,2024-10-20,28.1,21,24.2,24.1,46.4,45.6,1017.7,0
cairo,2024-10-21,29.3,21,24,23.9,29.5,33.5,1019.2,18.9
cairo,2024-10-22,27,19,23.1,23.1,44.6,31,1018,27.2
cairo,2024-10-23,26.9,16.5,22.2,22.1,42.5,37.6,1018.1,6.7
cairo,2024-10-24,27.1,17.8,22.3,22.1,42.5,33.5,1017.8,0.8
cairo,2024-10-25,28,18,22.6,22.4,27.7,17.4,1015.7,0
cairo,2024-10-26,27,18.1,22.8,22.7,22.3,9.8,1016.6,4.2
cairo,2024-10-27,29,19,23.4,23.3,27.7,20.3,1018.1,3.8
cairo,2024-10-28,28.8,19,23.5,23.3,24.1,22.6,1017,2.8
cairo,2024-10-29,26.8,19,22.5,22.5,24.1,5.5,1014.6,33.2
cairo,2024-10-30,25,18.9,21.9,21.9,15.7,356.2,1013.2,40.3
cairo,2024-10-31,25,18,21.6,21.6,16.6,341.6,1013.2,38.4
cairo,2024-11-01,25.8,19,22.2,22.2,14.8,301.7,1013.1,32.4
cairo,2024-11-02,26,19,21.9,21.9,14.8,274.7,1014.3,24.9
cairo,2024-11-03,26,19,22.5,22.5,24.1,220.1,1016,35.5
cairo,2024-11-04,25,19,21.8,21.8,20.5,304.7,1017,44.8
cairo,2024-11-05,25,17,21.2,21.2,24.1,10.8,1018.2,16.4
cairo,2024-11-06,26,17.8,21.5,21.5,20.5,17.8,1018.3,35.5
cairo,2024-11-07,27,18.9,22.8,22.8,29.5,18.1,1019.2,32.9
cairo,2024-11-08,27,19,22.4,22.4,24.1,15.2,1018.3,51.5
cairo,2024-11-09,25,18.9,21.7,21.7,13,328.5,1015.1,46.4
cairo,2024-11-10,24,19,21.3,21.3,22.3,281.5,1015.8,47.2
cairo,2024-11-11,24,18,20.9,20.9,14.8,325.9,1019.7,42.7
cairo,2024-11-12,25,17,20.8,20.8,22.3,9.9,1019.7,28.1
cairo,2024-11-13,25.1,17,21,21,27.7,19.8,1020.6,55.2
cairo,2024-11-14,26,17,21.2,21.2,29.5,41.7,1018.5,55.2
cairo,2024-11-15,26,17,21.2,21.2,25.9,22.7,1016.4,37.5
cairo,2024-11-16,25,17,21.2,21.2,11.2,9.4,1017.5,7.8
cairo,2024-11-17,26,17.1,21.5,21.5,27.7,252.1,1015,35.8
cairo,2024-11-18,23,18,20.3,20.3,20.5,246.2,1016.3,28.1
cairo,2024-11-19,25,17,20.9,20.9,24.1,247.5,1018.3,17.9
cairo,2024-11-20,25,18,21.4,21.4,18.4,256.8,1017.7,11.1
cairo,2024-11-21,26,17,21.2,21.2,11.2,69.8,1018.1,42.1
cairo,2024-11-22,27,17.8,22,21.9,18.4,37.8,1018.6,18.1
cairo,2024-11-23,26,17,21.3,21.3,13,1.9,1018.1,21
cairo,2024-11-24,20,14.9,17.7,17.7,37.1,325.2,1018.4,46.2
cairo,2024-11-25,18,14,16,16,27.7,339.4,1018,72.5
cairo,2024-11-26,18,13,15.6,15.6,24.1,1.5,1019.7,58.8
cairo,2024-11-27,20,12,16.8,16.8,13,341.8,1022.4,51.8
cairo,2024-11-28,21,13,17.5,17.5,16.6,345.3,1022.5,34.4
cairo,2024-11-29,21,14,17.5,17.5,16.6,332.5,1021.9,24.7
