name,datetime,tempmax,tempmin,temp,feelslike,precip,windspeed,winddir,sealevelpressure,cloudcover
cairo,2021-02-02,28,13,20.3,20.1,0,18.4,216.1,1014,13.8
cairo,2021-02-03,27,15,21.2,21.1,0,20.5,171.4,1011.6,25.3
cairo,2021-02-04,21,15,17.6,17.6,5.9,33.5,292.1,1013.2,53.2
cairo,2021-02-05,21,14,16.8,16.8,0,26.8,311.9,1019.2,49.6
cairo,2021-02-06,22,12,16.7,16.7,0,11.2,345.9,1021.5,21.8
cairo,2021-02-07,23,12,17.6,17.6,0,20.5,59,1021.2,5.8
cairo,2021-02-08,28,13,21.1,20.8,0,22.3,203.3,1020.3,44.3
cairo,2021-02-09,30,17,22.6,22.2,0,16.6,146.8,1020,27
cairo,2021-02-10,23,12,17.5,17.5,0,25.9,16.4,1020.3,35.4
cairo,2021-02-11,24,11,17.1,17.1,0,27.7,44.6,1018.3,1.6
cairo,2021-02-12,23,12,16.8,16.8,0,25.9,17.9,1016.8,11.1
cairo,2021-02-13,23,13,16.9,16.9,0,25.9,31.3,1018.5,14
cairo,2021-02-14,22,10,15.6,15.5,0,20.5,19.6,1016.8,10.4
cairo,2021-02-15,21.9,12,15.7,15.7,0,14.8,15.9,1014.5,20.3
cairo,2021-02-16,16,9.8,12.6,12,0.4,44.6,275.8,1010.8,55.2
cairo,2021-02-17,13,7.1,9.9,7.2,0.3,44.6,260.8,1015.9,67
cairo,2021-02-18,17,9,12.1,11.1,0.2,25.9,249.6,1021.7,61.6
cairo,2021-02-19,16,10,12.9,12.8,0.2,24.1,211,1023.4,72.3
cairo,2021-02-20,18,8,12.9,12.9,0,22.3,1.4,1024.7,47
cairo,2021-02-21,19,7,12.8,12.8,0,22.3,23.6,1023.2,29.6
cairo,2021-02-22,20,8.8,14.4,14.2,0,24.1,30.8,1021.5,43.4
cairo,2021-02-23,19,11,13.8,13.8,2.3,29.5,314.2,1020.5,65.6
cairo,2021-02-24,21,12,16,16,0.2,24.1,328.4,1022.7,55.2
cairo,2021-02-25,24.1,13,16.9,16.9,0.1,22.3,314.1,1021.9,61.9
cairo,2021-02-26,22,12,16.5,16.5,0,27.7,4,1019.6,30.6
cairo,2021-02-27,23,12,16.7,16.7,0.7,31.7,14,1017,38.9
cairo,2021-02-28,22,13,17,17,0,16.6,325.2,1018.8,45.8
cairo,2021-03-01,22,13,16.7,16.7,0,20.5,294.2,1019.9,48.8
cairo,2021-03-02,20.8,12,15.2,15.2,0,24.1,308.1,1021.7,46.6
cairo,2021-03-03,17,11,13.8,13.8,0.1,31.7,282.8,1020.4,48.1
cairo,2021-03-04,20,9,14.5,14.2,0,22.3,295.3,1020.6,52.4
cairo,2021-03-05,22.8,9.8,16.2,16.2,0,24.1,7.7,1023.5,22.4
cairo,2021-03-06,23.1,10,16.8,16.8,0,31.7,37.4,1021.7,0
cairo,2021-03-07,23,14,17.7,17.7,0,22.3,31.1,1018.6,32.4
cairo,2021-03-08,23,12.8,17.8,17.8,0,22.3,38.9,1017,0
cairo,2021-03-09,30,14,21.9,21.5,0,29.5,78.2,1013.7,3.9
cairo,2021-03-10,34,21,26.8,25.8,0,37.1,182.2,1010.2,25.1
cairo,2021-03-11,25,16,20,20,0,27.7,300.2,1013.1,25.2
cairo,2021-03-12,20.1,13.8,16.5,16.5,0,33.5,304.5,1017.2,40.6
cairo,2021-03-13,20,12.9,15.7,15.7,0,35.3,4,1018.3,35.7
cairo,2021-03-14,23,11,16.3,16.3,0,27.7,32.5,1014.8,48
cairo,2021-03-15,23,14.8,18.4,18.4,0.1,25.9,24.6,1010.4,47.5
cairo,2021-03-16,23,13,18.1,18.1,0,25.9,356.8,1013.3,17.1
cairo,2021-03-17,25,14,19.2,19.2,0,27.7,303.1,1014,6.3
cairo,2021-03-18,23,14,18.2,18.2,0,22.3,9.3,1017,17.8
cairo,2021-03-19,24,12,17.7,17.7,0,25.9,39.1,1017.3,8.2
cairo,2021-03-20,32,14,22.2,21.7,0,24.1,51.1,1012,22.4
cairo,2021-03-21,31.1,16,25,24.5,0,20.5,70.7,1008.8,12.9
cairo,2021-03-22,35,28,31.2,29.4,0,50,86.1,1006.8,26.3
cairo,2021-03-23,32.8,16.9,25.1,24.5,0,38.9,258.1,1004.4,33.1
cairo,2021-03-24,21,14,17.6,17.6,0,42.7,254.1,1011.5,20.2
cairo,2021-03-25,21,11,16,16,0,24.1,268.9,1015.7,34.8
cairo,2021-03-26,17,12,14.6,14.6,0.5,29.5,317.9,1020.8,71.5
cairo,2021-03-27,19,10,14.2,14.2,0,33.5,347,1025.9,57.2
cairo,2021-03-28,18,10,14.7,14.6,0,29.5,359.3,1026.5,43.5
cairo,2021-03-29,20.1,10,15.4,15.3,0,31.7,8.5,1022.6,40.4
cairo,2021-03-30,20,12,16,16,0,33.5,335.3,1017.1,62.9
cairo,2021-03-31,20.8,13.9,16.3,16.3,0,24.1,295.6,1015.7,63.7
cairo,2021-04-01,21,11,16.5,16.5,0.1,29.5,252.2,1016.3,75.5
cairo,2021-04-02,22,12.8,16.6,16.6,0,24.1,273.4,1019.9,40.8
cairo,2021-04-03,23,10,17.1,17,0,16.6,11.3,1021.1,0
cairo,2021-04-04,26,14,20.2,20.2,0,27.7,41.4,1020.7,0
cairo,2021-04-05,32,12,21.7,21.2,0,31.7,44.5,1016.5,11.1
cairo,2021-04-06,34,13.8,23.9,23.1,0,20.5,4.4,1011,8.2
cairo,2021-04-07,33,19.9,26.1,25.3,0,25.9,327.6,1012.6,2.9
cairo,2021-04-08,26,16,20.1,20.1,0,27.7,356.4,1015.8,17.6
cairo,2021-04-09,24,13.1,17.7,17.7,0,31.7,330.9,1016.7,36.4
cairo,2021-04-10,20,12,15,15,0,31.7,302,1018.2,53
cairo,2021-04-11,21,11.9,15.8,15.8,0,24.1,300.7,1019.9,47
cairo,2021-04-12,22,12,16.2,16.2,0,31.7,347,1020,19
cairo,2021-04-13,23,10.8,16.9,16.9,0,33.5,34.6,1019.5,23.6
cairo,2021-04-14,26,12.8,19.1,19.1,0,33.5,37.8,1017.9,15.3
cairo,2021-04-15,29,13,20.8,20.5,0,27.7,37.1,1015.8,24.2
cairo,2021-04-16,33,16,24.4,23.6,0,27.7,39.9,1013.9,21.7
cairo,2021-04-17,35,15.9,26.1,25.1,0,31.7,39,1013.9,1.7
cairo,2021-04-18,41,23,32,30.4,0,33.5,94.4,1012.6,24.8
cairo,2021-04-19,41,26,34.7,32.6,0,31.7,190.7,1010,52.1
cairo,2021-04-20,29.1,18.1,23.8,23.6,0,31.7,354.9,1013.1,11.4
cairo,2021-04-21,27,16,20.4,20.3,0,37.1,19.7,1017.1,35.2
cairo,2021-04-22,28,15.9,20.9,20.8,0,33.5,24.7,1018.6,18.5
cairo,2021-04-23,29,15.1,21.7,21.4,0,37.1,31.1,1016.2,32.5
cairo,2021-04-24,31,16.9,23.2,22.8,0,27.7,30.9,1011.9,30.4
cairo,2021-04-25,36,17,26.4,25.4,0,37.1,223.1,1007.1,0.3
cairo,2021-04-26,26.8,17.8,21,21,0,27.7,304.3,1012.1,46.3
cairo,2021-04-27,28,16,21,20.9,0,29.5,349.5,1014.9,18.6
cairo,2021-04-28,32.5,15,23.3,22.7,0,37.1,37.2,1015.2,1.9
cairo,2021-04-29,36,17.9,26.6,25.7,0,33.5,35.3,1015.2,1.2
cairo,2021-04-30,38,20.9,28.3,27.4,0,33.5,36.3,1014.9,0
cairo,2021-05-01,37,21,29,27.7,0,27.7,32.8,1015.3,10.8
cairo,2021-05-02,36,21,28.3,27.2,0,25.9,5.1,1014,7.5
cairo,2021-05-03,38,20.9,29.9,28.7,0,22.3,4.5,1013.6,28.2
cairo,2021-05-04,41,23,32.7,31,0,20.5,344.7,1011.7,22.9
cairo,2021-05-05,40,27,33.2,31.7,0,29.5,341,1011.1,24.3
cairo,2021-05-06,41,21.8,30.8,29.5,0,24.1,25.5,1013.5,7.5
cairo,2021-05-07,38,23,31,29.8,0,31.7,20.5,1013.8,1.3
cairo,2021-05-08,44,23,34.6,32.3,0,24.1,63.6,1011.8,0.5
cairo,2021-05-09,39,26.8,33.4,32.7,0,25.9,305,1009.5,46.9
cairo,2021-05-10,34.9,21.8,27.4,27.1,0,27.7,346.5,1010.2,17.6
cairo,2021-05-11,31,19.8,24.6,24.5,0,22.3,318.5,1010,18.2
cairo,2021-05-12,31,18.8,24.4,24.1,0,27.7,342.5,1010.4,2
cairo,2021-05-13,32,17.1,24.3,23.8,0,31.7,15.4,1012.3,0
cairo,2021-05-14,33,18.8,25.5,24.9,0,27.7,28.3,1014.1,0
cairo,2021-05-15,33,18.9,26.4,25.8,0,24.1,26.2,1012.1,0.2
cairo,2021-05-16,40,21.8,29.7,28.4,0,27.7,9.3,1007.5,5.9
cairo,2021-05-17,32,21,25.7,25.3,0,25.9,340.5,1011.7,26.4
cairo,2021-05-18,32.8,19.8,25.6,25.3,0,35.3,19.1,1013.3,6.5
cairo,2021-05-19,33,19,25.7,25.2,0,31.7,27.6,1012.5,6.3
cairo,2021-05-20,35,19.9,26.9,26.3,0,29.5,7.3,1011.2,6.1
cairo,2021-05-21,34,19,26.1,25.8,0,25.9,347.3,1012.1,0
cairo,2021-05-22,29,19.8,23.3,23.2,0,25.9,337.8,1014.5,16.8
cairo,2021-05-23,30,19,23.4,23.2,0,31.7,337.7,1013.5,22.7
cairo,2021-05-24,33,19,25.4,24.9,0,27.7,359.1,1013.3,16.3
cairo,2021-05-25,34,18.6,26.4,25.9,0,33.5,28.7,1012.6,0
cairo,2021-05-26,36,19.8,28,27.3,0,27.7,9.8,1010.7,1.7
cairo,2021-05-27,36,22,28.5,28,0,24.1,343.7,1010.8,0
cairo,2021-05-28,34,22.8,27.9,27.3,0,25.9,291.8,1011.8,0
cairo,2021-05-29,32,21,26.6,26.3,0,27.7,322,1012.8,3.2
cairo,2021-05-30,36,21.8,29.3,27.9,0,24.1,59.8,1012.1,1.3
cairo,2021-05-31,38,25,32.6,31.3,0,29.5,286.8,1009.9,0
cairo,2021-06-01,34,21.8,27.1,26.6,0,29.5,8,1011.7,0
cairo,2021-06-02,31,21,25.5,25.2,0,31.7,359.6,1014.9,5
cairo,2021-06-03,31,19.8,24.4,24,0,27.7,357.7,1016.3,20.8
cairo,2021-06-04,30,19,24.1,23.9,0,27.7,339.8,1016.2,30.2
cairo,2021-06-05,30,19.8,24.7,24.4,0,27.7,347,1014.2,17.4
cairo,2021-06-06,31,20,25,24.6,0,25.9,333.1,1014.3,10.7
cairo,2021-06-07,32,19.8,25.1,24.8,0,27.7,351.5,1014.7,10
cairo,2021-06-08,33,20,26.6,25.8,0,25.9,18.8,1013.9,14.6
cairo,2021-06-09,38,22,31.4,30.4,0,20.5,20.9,1011.4,2.9
cairo,2021-06-10,37,23,29.6,29.2,0,25.9,338.9,1010.9,7.2
cairo,2021-06-11,35,22.8,28.3,27.8,0,33.5,25.7,1011.8,12.7
cairo,2021-06-12,34.8,22,28,27.8,0,38.9,26.8,1011,2.7
cairo,2021-06-13,33,22,27.2,26.8,0,31.7,7.4,1011.3,6
cairo,2021-06-14,32,21,26,25.8,0,25.9,338.9,1012.1,13.8
cairo,2021-06-15,32,21.2,26.7,26.5,0,24.1,350.4,1012.1,5.1
cairo,2021-06-16,33,21,26.5,26.2,0,27.7,331.6,1013.5,14
cairo,2021-06-17,31,20,24.9,24.7,0,31.7,6.8,1016.1,0
cairo,2021-06-18,32,21.2,26.4,26.2,0,27.7,5.3,1014.1,18.5
cairo,2021-06-19,33,20,26.8,26.3,0,33.5,352.9,1012.4,0
cairo,2021-06-20,34,22,28.3,27.6,0,27.7,24.8,1010.5,0
cairo,2021-06-21,36,22.8,29.5,29.1,0,29.5,13.9,1011.4,0
cairo,2021-06-22,34,23,28.6,28.4,0,25.9,357.9,1012.6,0
cairo,2021-06-23,33.8,22.8,28.2,28.4,0,25.9,7,1012.7,0
cairo,2021-06-24,36,24,29.4,29.7,0,25.9,342,1011.3,0
cairo,2021-06-25,36,24,29.4,29.7,0,25.9,296.9,1008.9,4.1
cairo,2021-06-26,35,23,29.3,29.6,0,24.1,348.5,1007.6,26.2
cairo,2021-06-27,37,25,31.4,32.4,0,24.1,338.5,1007.2,3.5
cairo,2021-06-28,37.2,25.8,31.6,32.9,0,22.3,350.6,1008.8,0
cairo,2021-06-29,38,24,30.6,31.8,0,27.7,329.4,1008.4,12.1
cairo,2021-06-30,38,24,31,31.6,0,25.9,333.5,1008.8,11.3
cairo,2021-07-01,38,25,31.7,32.4,0,24.1,326.7,1010.1,0
cairo,2021-07-02,39,26,33.2,33.1,0,20.5,303.5,1010.1,0
cairo,2021-07-03,39,27,32.6,32.4,0,27.7,291.6,1008.1,0
cairo,2021-07-04,35,23.8,28.8,29.1,0,25.9,322.4,1008.8,27.3
cairo,2021-07-05,34,23.8,28.3,28.2,0,24.1,321.8,1008.5,6
cairo,2021-07-06,34,24,29.2,29.2,0,22.3,342.5,1007.4,0
cairo,2021-07-07,36,24.2,30,30.1,0,27.7,0.4,1007.8,0
cairo,2021-07-08,35,24,29.8,30.8,0,24.1,350.6,1009.1,10.8
cairo,2021-07-09,36.8,25.8,30.7,31.3,0,24.1,344.5,1008,0
cairo,2021-07-10,35,24.8,29.3,30.7,0,20.5,317.2,1005.6,17.1
cairo,2021-07-11,36,24,29.6,30.4,0,24.1,329.7,1006.2,20.6
cairo,2021-07-12,36.2,24,29.7,30.8,0,25.9,345.2,1008.3,12.6
cairo,2021-07-13,36,24,29.2,29.7,0,27.7,340.2,1008.6,0.2
cairo,2021-07-14,35,24,29.7,30.7,0,20.5,352.4,1007.1,13.9
cairo,2021-07-15,37,25,31.4,33.2,0,16.6,345.5,1005.2,2.1
cairo,2021-07-16,39,26,32.2,34.9,0,18.5,340,1005.6,4.2
cairo,2021-07-17,38,27,32.4,35.1,0,22.3,4.7,1005,0
cairo,2021-07-18,37.6,26,32.1,34.1,0,22.3,6.6,1004.7,2.6
cairo,2021-07-19,38,26.8,32.7,34.3,0,27.7,38.8,1007.9,0
cairo,2021-07-20,39,29,33.6,34,0,31.7,49.2,1008.9,0
cairo,2021-07-21,37,28,32.5,33.6,0,24.1,17.3,1009.2,2.5
cairo,2021-07-22,34,26,30.4,32.9,0,18.5,330.3,1008,28.6
cairo,2021-07-23,35.8,27.8,30.8,32.8,0,24.1,291.8,1006.4,13.9
cairo,2021-07-24,35,26,29.6,30.7,0,20.5,311.7,1006.6,27
cairo,2021-07-25,33.8,25.8,29.2,30.9,0,22.3,332.6,1007.3,50.6
cairo,2021-07-26,35,25.8,29.8,31.7,0,20.5,357.5,1009.8,30
cairo,2021-07-27,35,26,30.4,31.9,0,24.1,7.9,1009.9,6
cairo,2021-07-28,37,25.8,30.8,32.4,0,22.3,346.6,1007.9,12.4
cairo,2021-07-29,38,26,31.7,32.9,0,18.7,313.9,1006.6,0
cairo,2021-07-30,37,26,31.9,34.3,0,14.8,318.2,1004.9,8.1
cairo,2021-07-31,39,26,32.7,36.2,0,14.8,339.4,1004.3,3.6
cairo,2021-08-01,39,27,32.9,36.4,0,16.6,344.9,1005.2,13.9
cairo,2021-08-02,40,27,33.9,37,0,16.6,351.8,1004.9,0.1
cairo,2021-08-03,40,28,34.2,37.1,0,18.4,6.7,1006.1,0
cairo,2021-08-04,42,30,35.4,36.7,0,27.7,22,1007.9,0.1
cairo,2021-08-05,43,30,35.7,36,0,22.3,13.3,1006.9,0
cairo,2021-08-06,41,29,35.3,37.2,0,18.4,337.3,1005.2,1.7
cairo,2021-08-07,41,29.8,34.4,37.8,0,27.7,289.3,1005.9,0
cairo,2021-08-08,37,27,31.6,34.3,0,24.1,315.2,1009.4,7.9
cairo,2021-08-09,36,26,30.9,33.5,0,24.1,354.2,1010.8,14.1
cairo,2021-08-10,36,26,31.5,34.2,0,20.5,348.6,1008.8,18.8
cairo,2021-08-11,37.1,26.9,32,34.6,0,22.3,348.6,1007.1,5.8
cairo,2021-08-12,38,27.5,32.6,35.3,0,16.6,349.1,1008.6,14
cairo,2021-08-13,38,28,32.6,36.3,0,22.3,333,1010.1,0
cairo,2021-08-14,36,25,31,33.3,0,113.2,357.2,1009.5,3.9
cairo,2021-08-15,37,27,31.8,33.8,0,20.5,347.5,1009.3,4.2
cairo,2021-08-16,36.8,26,30.9,32.8,0,18.5,341.1,1010.8,10
cairo,2021-08-17,35,26,29.8,31.5,0,22.3,358.9,1010.7,7.2
cairo,2021-08-18,34,26,29.6,30.6,0,20.5,349.9,1008.3,25.7
cairo,2021-08-19,36,25.8,30.3,31.5,0,22.3,344.8,1006.5,10.2
cairo,2021-08-20,37,26,30.9,32.7,0,18.7,0.3,1006.8,13.2
cairo,2021-08-21,37,26,31,34.4,0,22.3,350.7,1008,27.6
cairo,2021-08-22,37,26,31,32.9,0,25.9,343.8,1009.1,18.8
cairo,2021-08-23,35,25.8,29.9,31.2,0,18.5,340.3,1008.6,16.3
cairo,2021-08-24,34,26,30,31.8,0,20.5,343.2,1009.1,12.7
cairo,2021-08-25,35,26,30.4,32.6,0,24.1,354.2,1010,46.3
cairo,2021-08-26,36,26,30.5,33.2,0,24.1,359.7,1009.8,15.6
cairo,2021-08-27,37,27,31.1,33.3,0,29.5,6.3,1010.2,20.8
cairo,2021-08-28,37,26,31.2,33.2,0,20.5,359.8,1009.8,0.2
cairo,2021-08-29,37,26,31.6,34.4,0,18.4,8.2,1008.6,10.3
cairo,2021-08-30,35,26.8,30.7,33.8,0,22.3,355.7,1009.9,12.1
cairo,2021-08-31,35,25.9,30,31.8,0,24.1,15.8,1011.1,2.8
cairo,2021-09-01,34,24,28.9,29.7,0,29.5,13.4,1010.2,28.6
cairo,2021-09-02,34,24,28.2,28.6,0,27.7,358,1009.7,20
cairo,2021-09-03,34,24.8,28.6,29.5,0,22.3,353.7,1008.7,16
cairo,2021-09-04,34,23.8,28.4,29.2,0,20.5,2,1009.1,11.3
cairo,2021-09-05,33.2,23.8,28,28.7,0,24.1,340.1,1010.6,30.4
cairo,2021-09-06,33,24,27.8,27.9,0,24.1,335.9,1011.8,8.3
cairo,2021-09-07,34,23.8,28.5,28.9,0,24.1,34.3,1013.2,0
cairo,2021-09-08,38,24,31.5,31.5,0,20.5,55.9,1012.2,1.7
cairo,2021-09-09,35,26,30.7,32.1,0,25.9,303.6,1011.9,20.1
cairo,2021-09-10,31.2,24,27.5,27.8,0,24.1,0.3,1014.7,44
cairo,2021-09-11,31.3,23.8,26.7,26.7,0,27.7,349.9,1013.9,18.4
cairo,2021-09-12,33,23,27.5,27.5,0,14.8,356.8,1011.6,2.6
cairo,2021-09-13,37.2,27,31.1,31.4,0,31.7,218.1,1008.9,0.1
cairo,2021-09-14,36,24,30.1,30.6,0,25.9,8.4,1010.3,17.5
cairo,2021-09-15,32,25,27.9,28,0,20.5,309.5,1012.6,24.4
cairo,2021-09-16,31,24,26.7,26.9,0,29.5,319.4,1013,29
cairo,2021-09-17,31,22.8,27.3,27.3,0,27.7,351.8,1011.4,29.7
cairo,2021-09-18,32,22,26.8,26.7,0,31.7,18.6,1012.3,10.9
cairo,2021-09-19,34,21,27.8,27.5,0,29.5,34.2,1013.8,6
cairo,2021-09-20,36,24,29.2,29.7,0,27.7,25.7,1014.1,0
cairo,2021-09-21,36,24,29.4,29.6,0,24.1,9.7,1013.6,19.6
cairo,2021-09-22,34.2,23,28.3,28.3,0,25.9,334.8,1011.3,12
cairo,2021-09-23,33,24,28.1,28.3,0,27.7,293.1,1011,0
cairo,2021-09-24,28,22.8,25.2,25.1,0,25.9,312,1012.9,35.9
cairo,2021-09-25,29.2,20,24.5,24.4,0,33.5,19,1015.2,20.1
cairo,2021-09-26,30,20,25.1,25.2,0,25.9,12.7,1014.6,23.7
cairo,2021-09-27,29,21,25.1,25.1,0,22.3,315.2,1013.5,32.2
cairo,2021-09-28,31,21.1,25.8,25.8,0,18.4,319.9,1013,32.5
cairo,2021-09-29,31,23,26.1,26.1,0,25.9,335.6,1012.7,6.7
cairo,2021-09-30,31.3,22.8,26.2,26.3,0,25.9,342.1,1011.9,30.7
cairo,2021-10-01,30,22,25,25,0,25.9,345.1,1011.8,32.8
cairo,2021-10-02,29,21,24.7,24.7,0,22.3,313.7,1012.3,41.6
cairo,2021-10-03,28,21.8,24.2,24.2,0,24.1,333.5,1014.6,46.3
cairo,2021-10-04,28.1,20,23.8,23.8,0,27.7,348.6,1015.4,21.8
cairo,2021-10-05,28,20,23.6,23.5,0,27.7,351,1014.4,25.5
cairo,2021-10-06,28,20,23.8,23.8,0,25.9,356.3,1013.6,15.4
cairo,2021-10-07,29,18,23.8,23.8,0,31.7,24.8,1013.1,7.9
cairo,2021-10-08,29,19,24.1,24.1,0,31.7,23.6,1013.9,6.6
cairo,2021-10-09,30,19,24.2,24.3,0,33.5,22.7,1015.1,4.4
cairo,2021-10-10,31,19,24.5,24.4,0,35.3,31.6,1015.2,11.9
cairo,2021-10-11,31.8,20,25.3,25.2,0,35.3,33.8,1012.8,22.4
cairo,2021-10-12,33,22,26.4,26.2,0,35.3,21,1009.9,52.3
cairo,2021-10-13,33,22,26.6,26.2,0,25.9,41.8,1012.9,28.1
cairo,2021-10-14,32,22,26.4,26.1,0,25.9,50.8,1014.8,13.9
cairo,2021-10-15,32.1,22,26.7,26.2,0,20.5,57.3,1014.9,9.2
cairo,2021-10-16,33,24,28.2,27.5,0,18.4,9,1015.9,70.2
cairo,2021-10-17,30,23,26.2,25.8,0,20.5,4.4,1017.4,31.7
cairo,2021-10-18,27,21,24.1,24,0,22.3,5.2,1017.9,49.6
cairo,2021-10-19,27,20.9,23.6,23.6,0,22.3,350.7,1020,40.7
cairo,2021-10-20,27,20,22.8,22.8,0,18.4,345.8,1021.3,43.8
cairo,2021-10-21,26.8,19,22.7,22.6,0,24.1,334.8,1020.8,24.7
cairo,2021-10-22,27,19,22.8,22.8,0,25.9,5.1,1019.7,26.9
cairo,2021-10-23,26.8,19,22.6,22.6,0,24.1,350.1,1020.1,38.6
cairo,2021-10-24,26,18,22.2,22.2,0,25.9,8.3,1018.7,23
cairo,2021-10-25,27,19,22.8,22.8,0,27.7,6.1,1016.1,17.8
cairo,2021-10-26,27,18.8,22.8,22.8,0,27.7,37,1015.8,0
cairo,2021-10-27,31,19,24.4,24,0,27.7,49.6,1015.4,5.1
cairo,2021-10-28,32,20,26.1,25.6,0,29.5,47.4,1012.4,41.9
cairo,2021-10-29,28,20.9,24.2,24.4,0,20.5,304.7,1012.5,35.5
cairo,2021-10-30,28.8,22,24.7,24.8,0,27.7,20.7,1015.4,67
cairo,2021-10-31,33,22,26.2,25.8,0,33.5,344.8,1014.7,53.9
cairo,2021-11-01,30,22,25.2,24.9,0,31.7,253.9,1014.8,5.2
cairo,2021-11-02,27.1,20.5,23.9,23.9,0,16.6,347.5,1017.3,4
cairo,2021-11-03,29,20,24.4,24.2,0,25.9,40.9,1018.7,0
cairo,2021-11-04,27.1,20,23.1,23.1,0,33.5,35.8,1018.8,11.7
cairo,2021-11-05,27,20,23.1,23.2,0,31.7,28.7,1016.6,65.8
cairo,2021-11-06,28,19,23.2,23.3,0,29.5,30.7,1014.7,25.6
cairo,2021-11-07,29,19.9,23.5,23.5,0,22.3,25.4,1013.5,34.4
cairo,2021-11-08,29,19.8,23.6,23.7,0,18.4,36.6,1013.8,24.1
cairo,2021-11-09,29,17,23.4,23.3,0,18.4,31.5,1016.4,6.3
cairo,2021-11-10,27,19,22.4,22.4,0,20.5,11.1,1017,50.2
cairo,2021-11-11,25,19,21.6,21.6,0,24.1,38.7,1014.4,47.8
cairo,2021-11-12,25,17,21.3,21.3,0,27.7,33.4,1013.3,50.1
cairo,2021-11-13,27,17,22.3,22.3,0,14.8,348.6,1014.3,34.8
cairo,2021-11-14,27,19,22.9,22.9,0,13,339.3,1014.7,11.9
cairo,2021-11-15,25,19.8,22.2,22.2,0,13,320.6,1014.8,40.8
cairo,2021-11-16,24,19,21.7,21.7,0,11.2,342,1015.5,35.4
cairo,2021-11-17,25,18,21.7,21.7,0,11.2,318.7,1016.5,45.6
cairo,2021-11-18,24,18,21,21,0,16.6,329.2,1019.1,43.9
cairo,2021-11-19,23,17,19.9,19.9,0,22.3,311.2,1017.3,40.4
cairo,2021-11-20,23,15,18.5,18.5,1,29.5,228.9,1011.1,76.3
cairo,2021-11-21,20,15,17.3,17.3,0,22.3,217,1012.5,58.5
cairo,2021-11-22,22,15.8,19.2,19.2,0,18.7,211.4,1019,13.9
cairo,2021-11-23,24,16,20,20,0,11.2,32.3,1020.9,18.3
cairo,2021-11-24,24,16,20,20,0,14.8,56.2,1016.9,17.9
cairo,2021-11-25,25,17,20.6,20.6,0,14.8,38,1015.8,20.6
cairo,2021-11-26,25,16,20.2,20.2,0,13,64.5,1018.9,0
cairo,2021-11-27,28,15,21.4,21.2,0,11.2,56,1018.1,8.4
cairo,2021-11-28,30,18,23.4,23,0,13,267.4,1018,2.3
cairo,2021-11-29,32,18,24.1,23.7,0,14.8,6.7,1016.7,10.1
cairo,2021-11-30,29,20,23.5,23.3,0,22.3,275,1015.8,12.2
cairo,2021-12-01,22,17.8,19.6,19.6,0,22.3,292.5,1018.1,61.1
cairo,2021-12-02,21,15,18.2,18.2,0,18.5,13,1019.4,55.5
cairo,2021-12-03,22,14,18.1,18.1,0,16.6,46.4,1018.9,49
cairo,2021-12-04,22,13,17.8,17.8,0,11.2,187.5,1014.8,56.1
cairo,2021-12-05,20,15,18.1,18.1,0,31.7,230.6,1014.7,17.4
cairo,2021-12-06,21,14.8,18,18,0,13,339.8,1018.1,47.3
cairo,2021-12-07,19,15.8,17.7,17.7,0,35.3,216.8,1013.7,54.8
cairo,2021-12-08,19,12,15.7,15.7,0,44.6,234,1017.9,20.4
cairo,2021-12-09,20.1,11.3,16.8,16.8,0,16.6,226.1,1022.9,18.4
cairo,2021-12-10,24,14,18.2,18.2,0,24.1,63.1,1018.9,41.3
cairo,2021-12-11,23,12,17.6,17.6,0,9.4,7.5,1017.1,9.2
cairo,2021-12-12,20,13,17.3,17.3,0,11.2,17.5,1017.4,17.9
cairo,2021-12-13,21,16,18.6,18.6,0,13,357.2,1016,41.8
cairo,2021-12-14,20,15.1,17.9,17.9,0,18.5,298.1,1013.8,63.9
cairo,2021-12-15,19,13,16.1,16.1,0,27.7,237.4,1016.3,13.8
cairo,2021-12-16,19,13,15.7,15.7,0,14.8,244,1018.2,35.9
cairo,2021-12-17,18,14,15.6,15.6,0,20.5,292.3,1018.6,58.6
cairo,2021-12-18,19,12,15.1,15.1,0,33.5,222,1016.7,25.7
cairo,2021-12-19,18,11.8,15.1,15.1,0,29.5,198.8,1015,47.8
cairo,2021-12-20,15,10,12.3,12,2.3,37.1,229.8,1017.3,67.2
cairo,2021-12-21,17,10,13,12.5,0,25.9,199.1,1023.1,39.9
cairo,2021-12-22,19,11.8,14.7,14.7,0.1,18.4,211.8,1022.7,48.4
cairo,2021-12-23,17,11,14,14,0,22.3,314.6,1020.5,63.8
cairo,2021-12-24,17,11,13.9,13.9,0,22.3,342.9,1021.7,49.7
cairo,2021-12-25,19,10,13.6,13.6,0,18.4,40.4,1023.3,19.4
cairo,2021-12-26,19,9,13.7,13.6,0,24.1,43.9,1021.8,0.2
cairo,2021-12-27,19,10,14.4,14.4,0,22.3,13.5,1020.2,28.5
cairo,2021-12-28,19,13,15.4,15.4,0,22.3,310.9,1017.7,53.8
cairo,2021-12-29,19,11,15.2,15.2,0.3,20.5,203.5,1016.5,56.2
cairo,2021-12-30,18,15,16.4,16.4,0.3,35.3,185.1,1012,78.2
cairo,2021-12-31,18,13,16,16,4.2,25.9,184,1010.9,81.8
cairo,2022-01-01,17,10,14.3,14.3,0.4,14.8,338.1,1013.7,67.8
